request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976 on 4 March 2024. This keeps at least ZAR 18,700 available over the next 90 days."
request_170,32126040.44,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,"Use 3 installments of IDR 12,804,480, starting 6 August 2025. This leaves at least IDR 24,715,800 available."
request_171,33.94,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,878.80 request. No available option keeps the EUR 500 minimum balance protected within the 90-day forecast, even though EUR 33.94 is safe to pay today."
request_172,9128.92,affordable_with_plan,partial_payment,2024-06-05:9128.92|2024-06-15:1071.08,2024-06-15,none,"Pay ZAR 9,128.92 on 5 June 2024 and the remaining ZAR 1,071.08 on 15 June 2024. This completes the full request and keeps the ZAR 27,200 minimum protected."
request_173,54944.38,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-14,none,"Use 3 installments of INR 39,173.33, starting 21 November 2025. This leaves at least INR 79,100 available."
request_174,1068.70,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,146.20 request. No available option keeps the EUR 700 minimum balance protected within the 90-day forecast, even though EUR 1,068.70 is safe to pay today."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2,346.30 on 6 September 2024. This keeps at least EUR 1,700 available over the next 90 days."
request_176,567.12,affordable_later,wait,2025-02-25:1239.70,2025-02-25,none,"Wait until 25 February 2025, then pay EUR 1,239.70 in full. Paying sooner would take the balance below the EUR 600 minimum."
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Pay USD 1,017.60 on 5 January 2026. This keeps at least USD 1,300 available over the next 90 days."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400 available."
request_179,6577914.11,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Wait until 15 July 2025, then pay IDR 41,648,000 in full. Paying sooner would take the balance below the IDR 41,430,800 minimum."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 on 6 July 2026. This keeps at least INR 37,300 available over the next 90 days."
request_181,414.65,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 5,059.20 request. No available option keeps the USD 2,000 minimum balance protected within the 90-day forecast, even though USD 414.65 is safe to pay today."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 on 5 August 2025. This keeps at least ZAR 31,100 available over the next 90 days."
request_183,22976271.74,not_affordable,not_recommended,none,2026-05-15,none,"Do not proceed with this IDR 26,866,000 request. No available option keeps the IDR 11,878,300 minimum balance protected within the 90-day forecast, even though IDR 22,976,271.74 is safe to pay today."
request_184,7244.39,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 251,900 request. No available option keeps the INR 110,800 minimum balance protected within the 90-day forecast, even though INR 7,244.39 is safe to pay today."
request_185,313.53,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Wait until 15 January 2026, then pay EUR 1,257.30 in full. Paying sooner would take the balance below the EUR 1,300 minimum."
request_186,4137.22,affordable_later,wait,2026-03-15:26554,2026-03-15,none,"Wait until 15 March 2026, then pay ZAR 26,554 in full. Paying sooner would take the balance below the ZAR 22,000 minimum."
request_187,37475.62,affordable_later,wait,2024-11-14:187500,2024-11-14,none,"Wait until 14 November 2024, then pay INR 187,500 in full. Paying sooner would take the balance below the INR 128,300 minimum."
request_188,102.29,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 2,464 request. No available option keeps the EUR 900 minimum balance protected within the 90-day forecast, even though EUR 102.29 is safe to pay today."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 on 4 July 2026. This keeps at least EUR 400 available over the next 90 days.
request_190,548.50,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Wait until 15 February 2025, then pay EUR 2,557.50 in full. Paying sooner would take the balance below the EUR 1,600 minimum."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 on 3 May 2025. This keeps at least EUR 500 available over the next 90 days.
request_192,163.90,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 2,046 request. No available option keeps the USD 1,000 minimum balance protected within the 90-day forecast, even though USD 163.90 is safe to pay today."
request_193,32.30,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,32797.69,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Wait until 23 October 2025, then pay INR 132,800 in full. Paying sooner would take the balance below the INR 113,600 minimum."
request_195,965.25,not_affordable,not_recommended,none,2026-02-15,none,"Do not proceed with this EUR 1,170.40 request. No available option keeps the EUR 700 minimum balance protected within the 90-day forecast, even though EUR 965.25 is safe to pay today."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 on 3 June 2024. This keeps at least EUR 500 available over the next 90 days.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17,658,853.33, starting 19 November 2025. This leaves at least IDR 26,245,900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 on 7 July 2026. This keeps at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 on 6 February 2025. This keeps at least IDR 20,114,600 available over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 on 3 April 2026. This keeps at least IDR 17,304,500 available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 on 5 December 2024. This keeps at least INR 147,800 available over the next 90 days."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,571.44,affordable_with_plan,full_payment,2026-01-04:588.74,2026-01-15,reduce_to:event_18827:33,"Reduce dining spending to 33, then pay EUR 588.74 on 4 January 2026. This keeps at least EUR 1,300 available over the next 90 days."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 on 6 March 2024. This keeps at least IDR 13,994,300 available over the next 90 days."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available."
request_207,4608.29,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 15 July 2026, then pay ZAR 11,830 in full. Paying sooner would take the balance below the ZAR 13,600 minimum."
request_208,3104062.71,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 15 June 2024, then pay IDR 4,413,000 in full. Paying sooner would take the balance below the IDR 10,470,700 minimum."
request_209,1711.26,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 56,914 request. No available option keeps the ZAR 18,400 minimum balance protected within the 90-day forecast, even though ZAR 1,711.26 is safe to pay today."
request_210,986.11,affordable_with_plan,partial_payment,2026-04-06:986.11|2026-04-15:373.91,2026-04-15,none,"Pay USD 986.11 on 6 April 2026 and the remaining USD 373.91 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,260.05,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Wait until 15 November 2024, then pay EUR 1,788.60 in full. Paying sooner would take the balance below the EUR 1,500 minimum."
request_212,5526320.26,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 71,934,000 request. No available option keeps the IDR 29,579,800 minimum balance protected within the 90-day forecast, even though IDR 5,526,320.26 is safe to pay today."
request_213,2337.51,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 3,362.40 request. No available option keeps the USD 2,100 minimum balance protected within the 90-day forecast, even though USD 2,337.51 is safe to pay today."
request_214,47353.01,affordable_with_plan,partial_payment,2024-12-04:47353.01|2024-12-15:22396.99,2024-12-15,none,"Pay INR 47,353.01 on 4 December 2024 and the remaining INR 22,396.99 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,487.59,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Wait until 15 September 2026, then pay USD 3,332.40 in full. Paying sooner would take the balance below the USD 1,800 minimum."
request_217,19586.38,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,24521031.01,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,706.65,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1,100 available."
request_220,72.74,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 3,118.50 request. No available option keeps the EUR 1,100 minimum balance protected within the 90-day forecast, even though EUR 72.74 is safe to pay today."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 on 3 November 2025. This keeps at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 on 5 January 2026. This keeps at least ZAR 27,300 available over the next 90 days."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 on 7 September 2024. This keeps at least EUR 800 available over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5,370,040, starting 4 February 2025. This leaves at least IDR 22,187,600 available."
request_225,9699919.01,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 on 3 December 2024. This keeps at least INR 209,400 available over the next 90 days."
request_227,7445.75,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 259,700 request. No available option keeps the INR 62,900 minimum balance protected within the 90-day forecast, even though INR 7,445.75 is safe to pay today."
request_228,1656253.14,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 63,327,000 request. No available option keeps the IDR 26,191,200 minimum balance protected within the 90-day forecast, even though IDR 1,656,253.14 is safe to pay today."
request_229,510.35,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 on 6 August 2025. This keeps at least EUR 2,000 available over the next 90 days."
request_231,30590.36,not_affordable,not_recommended,none,2026-02-15,none,"Do not proceed with this ZAR 35,706 request. No available option keeps the ZAR 24,300 minimum balance protected within the 90-day forecast, even though ZAR 30,590.36 is safe to pay today."
request_232,587.46,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,970.10 request. No available option keeps the EUR 2,400 minimum balance protected within the 90-day forecast, even though EUR 587.46 is safe to pay today."
request_233,3773657.17,affordable_with_plan,partial_payment,2025-11-07:3773657.17|2025-11-15:2467342.83,2025-11-15,none,"Pay IDR 3,773,657.17 on 7 November 2025 and the remaining IDR 2,467,342.83 on 15 November 2025. This completes the full request and keeps the IDR 10,365,700 minimum protected."
request_234,180.76,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Wait until 15 September 2026, then pay EUR 1,213.30 in full. Paying sooner would take the balance below the EUR 700 minimum."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 on 6 September 2024. This keeps at least USD 700 available over the next 90 days.
request_236,5790821.82,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 52,383,000 request. No available option keeps the IDR 16,768,600 minimum balance protected within the 90-day forecast, even though IDR 5,790,821.82 is safe to pay today."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 on 5 April 2026. This keeps at least IDR 22,431,500 available over the next 90 days."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,0,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 642 request. No available option keeps the USD 600 minimum balance protected within the 90-day forecast, even though USD 0 is safe to pay today."
request_240,13675.34,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 101,200 request. No available option keeps the INR 52,800 minimum balance protected within the 90-day forecast, even though INR 13,675.34 is safe to pay today."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,966.80 request. No available option keeps the EUR 600 minimum balance protected within the 90-day forecast, even though EUR 0 is safe to pay today."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 on 7 July 2026. This keeps at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 on 4 June 2024. This keeps at least ZAR 45,900 available over the next 90 days."
request_245,23902.84,affordable_later,wait,2026-01-14:128500,2026-01-14,none,"Wait until 14 January 2026, then pay INR 128,500 in full. Paying sooner would take the balance below the INR 94,600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 on 5 September 2024. This keeps at least EUR 1,300 available over the next 90 days."
request_248,939.92,affordable_with_plan,partial_payment,2025-02-07:939.92|2025-03-09:1025.68,2025-03-09,none,"Pay USD 939.92 on 7 February 2025 and the remaining USD 1,025.68 on 9 March 2025. This completes the full request and keeps the USD 1,300 minimum protected."
request_249,131.37,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,"Wait until 15 March 2026, then pay USD 643.20 in full. Paying sooner would take the balance below the USD 600 minimum."
request_250,15425.15,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 124,278 request. No available option keeps the ZAR 35,300 minimum balance protected within the 90-day forecast, even though ZAR 15,425.15 is safe to pay today."
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,"Do not proceed with this EUR 1,513.60 request. No available option keeps the EUR 1,300 minimum balance protected within the 90-day forecast, even though EUR 1,513.60 is safe to pay today."
request_252,3913601.32,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait until 15 September 2026, then pay IDR 28,082,000 in full. Paying sooner would take the balance below the IDR 15,152,200 minimum."
request_253,1372.68,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300 available."
request_254,636.35,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Wait until 15 October 2025, then pay USD 3,535.20 in full. Paying sooner would take the balance below the USD 2,500 minimum."
request_255,791912.14,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 3,345,000 request. No available option keeps the IDR 9,813,900 minimum balance protected within the 90-day forecast, even though IDR 791,912.14 is safe to pay today."
request_256,152983.91,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,377.57,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Wait until 15 January 2026, then pay USD 1,352.40 in full. Paying sooner would take the balance below the USD 1,600 minimum."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 on 7 January 2026. This keeps at least USD 500 available over the next 90 days."
request_259,251.19,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait until 15 November 2024, then pay EUR 935 in full. Paying sooner would take the balance below the EUR 600 minimum."
request_260,7499955.73,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 52,079,000 request. No available option keeps the IDR 20,727,700 minimum balance protected within the 90-day forecast, even though IDR 7,499,955.73 is safe to pay today."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 on 3 July 2026. This keeps at least EUR 1,500 available over the next 90 days."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 on 5 December 2024. This keeps at least IDR 31,018,500 available over the next 90 days."
request_263,5790.55,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 51,546 request. No available option keeps the ZAR 24,100 minimum balance protected within the 90-day forecast, even though ZAR 5,790.55 is safe to pay today."
request_264,23257.59,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait until 15 June 2026, then pay INR 111,300 in full. Paying sooner would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 45,970 request. No available option keeps the INR 189,700 minimum balance protected within the 90-day forecast, even though INR 0 is safe to pay today."
request_266,769.34,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available."
request_267,1638.02,not_affordable,not_recommended,none,2026-02-15,none,"Do not proceed with this EUR 1,925 request. No available option keeps the EUR 1,500 minimum balance protected within the 90-day forecast, even though EUR 1,638.02 is safe to pay today."
request_268,1041.01,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 15,490 request. No available option keeps the ZAR 23,100 minimum balance protected within the 90-day forecast, even though ZAR 0 is safe to pay today."
request_270,136.66,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 3,028.80 request. No available option keeps the USD 1,400 minimum balance protected within the 90-day forecast, even though USD 136.66 is safe to pay today."
request_271,13450.84,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Wait until 15 November 2024, then pay INR 91,300 in full. Paying sooner would take the balance below the INR 58,200 minimum."
request_272,5425895.26,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9686377.91,affordable_with_plan,partial_payment,2026-04-07:9686377.91|2026-04-15:6174622.09,2026-04-15,none,"Pay IDR 9,686,377.91 on 7 April 2026 and the remaining IDR 6,174,622.09 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2137.43,not_affordable,not_recommended,none,2025-01-15,none,"Do not proceed with this EUR 2,713.70 request. No available option keeps the EUR 1,800 minimum balance protected within the 90-day forecast, even though EUR 2,137.43 is safe to pay today."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 on 6 May 2025. This keeps at least IDR 12,760,100 available over the next 90 days."
